fact,qags,rouge1,rouge2,rougeL
0.0,0.1666666666666666,0.0282301845819761,0.0029574861367837,0.0238870792616721
0.0,0.0863636363636363,0.0767676767676767,0.0374220374220374,0.0767676767676767
0.4666666666666667,0.1772727272727272,0.0699893955461293,0.0118790496760259,0.0540827147401908
0.5,0.1263736263736263,0.0522696011004126,0.0169252468265162,0.0495185694635488
0.125,0.1358201058201058,0.068259385665529,0.0153096729297146,0.0614334470989761
0.0,0.1991341991341991,0.0495867768595041,0.0130718954248366,0.0385674931129476
0.3333333333333333,0.0444444444444444,0.0492866407263294,0.0105960264900662,0.046692607003891
0.5,0.5625396825396826,0.102728731942215,0.0462809917355371,0.0963081861958266
0.0,0.1058201058201058,0.0877483443708609,0.0186440677966101,0.0678807947019867
0.2,0.2407407407407407,0.073170731707317,0.025,0.0528455284552845
0.0,0.2852380952380952,0.0816326530612244,0.027027027027027,0.0787172011661807
0.7894736842105263,0.6204931972789117,0.0763723150357995,0.0340632603406326,0.0684168655529037
0.0,0.3181818181818182,0.0566973777462792,0.0116026105873821,0.0453579021970233
0.6666666666666666,0.203125,0.0770491803278688,0.021702838063439,0.0639344262295082
0.375,0.3692307692307693,0.060270602706027,0.0125470514429109,0.050430504305043
0.6666666666666666,0.2739130434782608,0.0693069306930693,0.0203389830508474,0.066006600660066
1.0,0.081159420289855,0.049306625577812,0.0095389507154213,0.0462249614791987
1.0,0.8333333333333334,0.2202797202797202,0.1577060931899641,0.2062937062937062
1.0,0.1746031746031746,0.0772200772200772,0.0263504611330698,0.0592020592020592
0.5714285714285714,0.2462121212121212,0.077757685352622,0.0313653136531365,0.0741410488245931
0.0,0.1115384615384615,0.0695322376738306,0.0142118863049095,0.0606826801517067
0.0,0.0580357142857142,0.0539374325782092,0.011001100110011,0.0431499460625674
0.0,0.2222222222222222,0.1095890410958903,0.0379146919431279,0.1004566210045662
0.2,0.2492997198879552,0.0555555555555555,0.0066225165562913,0.0512820512820512
0.0,0.1594202898550724,0.0452830188679245,0.0051612903225806,0.040251572327044
0.5,0.1363636363636363,0.0504201680672268,0.0172413793103448,0.0462184873949579
0.8333333333333334,0.7847222222222222,0.1227830832196453,0.0806675938803894,0.1064120054570259
0.5,0.2631578947368421,0.085972850678733,0.0231481481481481,0.0814479638009049
0.7857142857142857,0.5144927536231885,0.097542242703533,0.03984375,0.0837173579109063
0.0,0.2047138047138047,0.1189387008234217,0.035613870665417,0.0969807868252516
0.25,0.1929629629629629,0.0655447298494242,0.0054694621695533,0.0602302922940655
0.0,0.048076923076923,0.0387972841901066,0.0019743336623889,0.0368574199806013
0.5714285714285714,0.2105263157894736,0.0477987421383647,0.0155239327296248,0.0452830188679245
0.0,0.0,0.0079443892750744,0.0041025641025641,0.0079443892750744
0.5,0.4313492063492063,0.0613079019073569,0.0166898470097357,0.050408719346049
0.0,0.0095833333333333,0.0742637644046094,0.0182529335071707,0.0640204865556978
0.0,0.1601731601731601,0.0432432432432432,0.0073529411764705,0.0414414414414414
0.4,0.175438596491228,0.0691358024691358,0.0226130653266331,0.0617283950617284
0.5555555555555556,0.4126984126984127,0.0797546012269938,0.028391167192429,0.0644171779141104
0.0,0.1493506493506493,0.0719225449515905,0.0254596888260254,0.0663900414937759
0.625,0.659375,0.1586073500967117,0.0761523046092184,0.1315280464216634
0.5,0.176,0.0892857142857142,0.0296127562642369,0.0870535714285714
0.8571428571428571,0.2698412698412698,0.0479041916167664,0.010462074978204,0.0427715996578272
0.0,0.0588235294117647,0.0377358490566037,0.012847965738758,0.0377358490566037
0.3333333333333333,0.1944444444444444,0.0680529300567107,0.0159911772814998,0.0577909802862543
0.3333333333333333,0.0518518518518518,0.0284605433376455,0.0035351303579319,0.0258732212160414
0.2857142857142857,0.1588578088578088,0.0611169652265542,0.0107642626480086,0.0505795574288725
0.8,0.6904761904761904,0.2086167800453514,0.1118881118881118,0.1678004535147392
0.0,0.2733686067019401,0.0912596401028277,0.0406290956749672,0.0822622107969151
0.5,0.3873015873015872,0.0823529411764705,0.03003003003003,0.0794117647058823
0.3636363636363636,0.2023809523809523,0.0700389105058365,0.0106241699867197,0.0648508430609597
0.3333333333333333,0.0909090909090909,0.016820857863751,0.0051590713671539,0.016820857863751
