,zs,conv
139,0.04698333740234375,0.23306100070476532
140,-0.28015313829694477,0.20989926159381866
141,-0.7119590759277343,0.2127969115972519
142,0.18770368893941244,0.4519444406032562
143,-0.5305837903703962,0.2172623723745346
144,-0.30653858184814453,0.21923935413360596
145,-0.47594966888427737,0.22629480063915253
146,-0.25676488876342773,0.21155820786952972
147,-0.07669353485107422,0.21978799998760223
148,-0.38459751822731714,0.21638648211956024
149,-0.6253583908081055,0.20969384908676147
150,-0.2094262440999349,0.21296855807304382
151,0.07454708644321986,0.3271494209766388
152,-0.31466564765343297,0.2179112285375595
153,-0.3961402045355903,0.21739357709884644
154,-0.8550389607747396,0.23979419469833374
155,-0.5636910525235262,0.21857888996601105
156,-0.315868165757921,0.24581436812877655
157,-0.5699862480163574,0.2109488844871521
158,-0.08237075805664062,0.307657927274704
159,-0.3272535536024306,0.24167782068252563
160,-0.2703426361083984,0.21385017037391663
161,-0.6732025146484375,0.22755393385887146
162,-0.18269903009588068,0.2242705225944519
163,-0.5221264362335205,0.2479308396577835
164,-0.1891535520553589,0.2084243893623352
165,-0.4603966606987847,0.25070425868034363
166,-0.13277626037597656,0.33037856221199036
167,-0.800278557671441,0.22152192890644073
168,-0.7523237466812134,0.21277181804180145
169,0.0777435302734375,0.7034854292869568
170,-0.1238720076424735,0.20779496431350708
171,0.03859577178955078,0.37749794125556946
172,-0.7109615802764893,0.21456260979175568
173,-0.36800970349993023,0.21572664380073547
174,0.022759331597222224,0.284862220287323
175,0.033909116472516744,0.2661639153957367
176,0.156097412109375,0.7009497284889221
177,0.12936055660247803,0.3477945029735565
178,-0.3528118133544922,0.23595237731933594
179,-0.4817026138305664,0.2139168232679367
180,-0.6447443528608843,0.20994001626968384
181,-0.19810943603515624,0.24243496358394623
182,0.5249936240059989,0.6553452014923096
183,-0.6270907719930013,0.21433843672275543
184,-0.6024181577894423,0.2082657516002655
185,-0.6134452819824219,0.21819810569286346
186,-0.2825322151184082,0.2309778481721878
187,-0.361320669000799,0.21045249700546265
188,-0.6179294586181641,0.22633157670497894
189,-0.35608901977539065,0.22423505783081055
190,-0.0015762874058314732,0.21291078627109528
191,-0.20144081115722656,0.21840879321098328
192,-0.5869705677032471,0.2203553020954132
193,-0.40069346957736546,0.2201158106327057
194,-0.25700918833414715,0.26588746905326843
195,-0.4289948145548503,0.2175234705209732
196,-0.6451940536499023,0.21693305671215057
197,-0.03925609588623047,0.36757445335388184
198,-0.15912350018819174,0.3579501509666443
199,-0.3589801788330078,0.2242845594882965
200,-0.27154111862182617,0.21337060630321503
201,0.49442618233816965,0.729854941368103
202,-0.5387221442328559,0.24034808576107025
203,0.2688259548611111,0.4884260296821594
204,-0.9469258785247803,0.22969678044319153
205,0.29987406730651855,0.5483133792877197
206,-0.5250989913940429,0.22110411524772644
207,-0.29052181243896485,0.20977839827537537
208,-0.2800952911376953,0.2288542240858078
209,-0.6736782789230347,0.2189009040594101
210,-0.5212712817721896,0.21076570451259613
211,-0.3426783084869385,0.21355831623077393
212,-0.10431885719299316,0.21037375926971436
213,-0.3992663792201451,0.21620212495326996
214,-0.37675398046320135,0.21942785382270813
215,-0.5690212249755859,0.24604250490665436
216,0.04011745452880859,0.29844075441360474
217,-0.22478342056274414,0.20756927132606506
218,-0.5533726692199707,0.22157807648181915
219,-0.17183462778727213,0.22962313890457153
220,0.18968963623046875,0.7176368832588196
221,-0.22207908630371093,0.2115517407655716
222,-0.008083979288736979,0.31987693905830383
223,-0.4390155792236328,0.24658384919166565
224,0.13249097551618302,0.3285369277000427
225,-0.42230911254882814,0.22673572599887848
226,-0.13727130889892578,0.2140711396932602
227,-0.6696751117706299,0.22376005351543427
228,-0.39713344573974607,0.23854288458824158
229,-0.614420043097602,0.21830327808856964
230,-0.22102302975124782,0.21604673564434052
231,-0.45177777608235675,0.21771518886089325
232,-0.2918158637152778,0.25379660725593567
233,-0.9040633610316685,0.23127537965774536
234,-0.05229377746582031,0.2346552163362503
235,-0.553773021697998,0.2174510508775711
236,-0.508881664276123,0.23044979572296143
237,-0.5816240310668945,0.21398775279521942
