fact,qags,rouge1,rouge2,rougeL
0.0,0.3684210526315789,0.1339712918660287,0.034482758620689655,0.10526315789473685
1.0,0.13736263736263737,0.06095238095238095,0.013592233009708738,0.05523809523809524
0.0,0.15265151515151518,0.06164383561643836,0.006993006993006993,0.053082191780821915
0.3333333333333333,0.20276497695852533,0.14076246334310852,0.05688622754491018,0.12316715542521993
0.25,0.33032852564102566,0.048122493620123954,0.00668399554400297,0.04520597885526796
0.0,0.05555555555555555,0.027842227378190258,0.0,0.025522041763341066
0.4,0.25,0.07803468208092486,0.017857142857142853,0.06647398843930635
0.6666666666666666,0.5769230769230769,0.21752265861027192,0.14953271028037382,0.19939577039274922
0.8,0.529689608636977,0.09861325115562403,0.03453689167974883,0.08012326656394453
0.2,0.19,0.04900181488203267,0.01303538175046555,0.04718693284936479
0.5833333333333334,0.4043062200956938,0.11752360965372509,0.03858520900321544,0.0944386149003148
1.0,0.8206896551724138,0.18269230769230768,0.13513513513513514,0.1778846153846154
0.3333333333333333,0.26979949874686715,0.046628859483301824,0.006472491909385113,0.0403276622558286
0.6,0.5,0.13081761006289308,0.10012836970474968,0.12578616352201258
0.0,0.0,0.021664766248574687,0.0,0.021664766248574687
0.0,0.3,0.10731707317073172,0.06030150753768844,0.09999999999999999
0.0,0.11617063492063491,0.10408921933085503,0.028355387523629486,0.07992565055762083
0.0,0.14035087719298245,0.10650887573964497,0.028397565922920892,0.09467455621301775
0.0,0.11000000000000001,0.02789400278940028,0.002861230329041488,0.026499302649930268
0.3333333333333333,0.03768115942028986,0.05008635578583765,0.012433392539964476,0.046632124352331605
0.0,0.08275862068965517,0.05223880597014925,0.0076142131979695426,0.04975124378109452
0.0,0.06153846153846154,0.08695652173913045,0.027649769585253454,0.08095952023988007
0.0,0.36666666666666664,0.06862745098039215,0.02010050251256281,0.06372549019607844
0.25,0.3333333333333333,0.06329113924050633,0.012987012987012986,0.05485232067510548
0.0,0.2431077694235589,0.14472123368920523,0.06996381182147166,0.12099644128113879
0.0,0.2417582417582418,0.09429824561403509,0.015873015873015876,0.07894736842105264
0.5454545454545454,0.3684210526315789,0.2966751918158567,0.11398963730569947,0.21994884910485932
0.0,0.028571428571428574,0.09818181818181818,0.014925373134328358,0.07636363636363637
0.0,0.04,0.010178117048346057,0.0,0.008905852417302799
0.25,0.3958333333333333,0.11100099108027751,0.03632694248234107,0.08523290386521308
0.8,0.8938271604938272,0.3031423290203327,0.21172022684310018,0.26987060998151574
0.68,0.39565826330532217,0.12041116005873716,0.05697151424287856,0.10866372980910426
0.0,0.23531746031746034,0.10196078431372549,0.044000000000000004,0.08235294117647059
0.5555555555555556,0.14210526315789473,0.06893295561850803,0.010587102983638115,0.05571293673276676
1.0,0.8,0.12000000000000001,0.06818181818181819,0.10444444444444445
0.5,0.14880952380952378,0.11229135053110774,0.03442879499217528,0.08497723823975722
0.6,0.4845804988662132,0.07906976744186046,0.03317535545023697,0.06744186046511629
0.5,0.25555555555555554,0.05797101449275363,0.015927189988623434,0.05351170568561873
0.2727272727272727,0.16666666666666666,0.06162790697674418,0.011848341232227487,0.04883720930232558
0.0,0.1,0.034048852701702444,0.004542013626040877,0.03256846780162842
0.5,0.37037037037037035,0.11697574893009985,0.03795620437956205,0.10271041369472182
0.5,0.05,0.04826546003016591,0.003100775193798449,0.042232277526395176
0.2,0.3602040816326531,0.07112068965517242,0.01766004415011038,0.06465517241379311
0.14285714285714285,0.092,0.026315789473684213,0.0,0.02506265664160401
1.0,0.25,0.09239653512993262,0.017769002961500493,0.08277189605389798
0.0,0.05555555555555556,0.055379746835443035,0.016129032258064516,0.05221518987341772
0.0,0.18181818181818182,0.007572172266919073,0.0009675858732462507,0.007572172266919073
0.6666666666666666,0.2403361344537815,0.06993006993006992,0.02619047619047619,0.0606060606060606
